0,-0.977,-0.299,-0.062,-0.92,0.27,0.25,1.511,2.098,-0.267,4.95,-4.0,0.53
52,-0.972,-0.306,-0.059,-0.92,0.27,0.26,0.252,0.877,0.679,3.46,-0.85,-0.31
103,-0.973,-0.361,-0.035,-0.92,0.25,0.25,-25.551,-2.785,4.646,0.13,0.9,0.31
155,-0.988,-0.257,-0.059,-0.91,0.25,0.24,-13.046,-0.053,1.114,0.14,-2.27,1.51
206,-0.996,-0.237,-0.072,-0.9,0.28,0.25,22.972,4.028,-2.037,3.62,-3.8,0.98
258,-0.973,-0.341,-0.049,-0.9,0.27,0.26,2.075,2.953,2.174,0.63,-3.89,0.47
309,-0.964,-0.287,-0.063,-0.91,0.28,0.27,-1.785,-0.137,0.427,0.08,-1.5,0.67
360,-0.954,-0.286,-0.064,-0.92,0.28,0.26,4.303,-0.252,-2.884,1.29,0.63,2.85
411,-0.958,-0.3,-0.079,-0.91,0.3,0.24,-1.152,1.846,-1.366,4.26,-5.87,8.43
462,-0.941,-0.29,-0.148,-0.89,0.28,0.21,14.565,4.051,-0.16,15.85,-15.69,8.98
515,-0.914,-0.378,-0.149,-0.87,0.26,0.13,20.882,2.464,6.584,40.04,-47.34,14.53
567,-0.9,-0.363,-0.099,-1.19,0.21,-0.18,5.119,-4.196,8.537,205.13,-118.93,66.07
616,-0.882,-0.379,-0.03,-1.64,-0.37,-0.84,3.349,-22.728,-3.349,249.99,-102.88,130.35
668,-0.853,-0.414,0.049,-1.9,-0.79,-1.51,46.761,-50.163,46.211,210.23,-164.38,249.99
721,-0.823,-0.406,0.218,-0.4,-0.51,-1.5,-70.885,-72.365,78.537,249.99,-250.0,249.99
773,-0.821,-0.243,0.241,1.2,0.2,-0.2,-136.871,-93.071,59.54,249.99,-250.0,249.99
823,-0.945,-0.102,0.178,1.5,0.35,0.39,-68.214,-23.598,-33.501,-250.0,222.07,-66.15
875,-1.232,0.045,0.037,1.16,1.08,0.46,2.716,-4.944,-27.618,-84.56,-20.27,-123.24
926,-1.334,0.059,0.198,0.45,0.92,0.13,-31.555,-6.104,-0.603,-173.07,131.87,-4.71
975,-1.235,0.088,0.315,1.06,1.32,0.63,62.057,26.123,18.143,-250.0,249.99,-167.61
1026,-1.195,-0.004,0.265,1.33,1.31,0.97,43.587,24.055,3.281,-250.0,249.99,-179.54
1076,-1.158,-0.092,0.158,0.49,1.12,0.77,20.782,31.525,-6.569,-225.09,212.36,-114.42
1127,-1.023,-0.169,0.212,-0.69,0.81,0.37,44.388,27.161,-13.115,-184.81,164.01,-81.58
1178,-0.921,-0.161,0.305,-1.43,0.52,0.0,1.785,24.818,-18.219,-97.25,108.44,-84.49
1228,-0.86,-0.19,0.329,-1.5,0.42,-0.38,15.526,23.033,-15.366,-35.4,94.37,-59.45
1279,-0.855,-0.215,0.27,-1.34,0.21,-0.44,20.996,17.509,-14.854,29.23,19.39,-31.87
1328,-0.874,-0.322,0.212,-1.09,0.03,-0.1,7.248,23.773,-10.925,62.0,-2.12,3.67
1381,-0.885,-0.364,0.045,-0.91,-0.15,0.38,9.201,20.523,-4.135,15.83,19.17,6.77
1435,-0.945,-0.387,-0.026,-0.86,0.02,0.29,14.374,7.21,-4.86,20.01,17.12,-3.64
1485,-0.989,-0.383,-0.014,-0.88,0.13,0.23,-0.038,7.309,-0.641,16.31,4.16,-8.94
1538,-0.97,-0.313,0.042,-0.94,0.13,0.31,5.882,7.568,-2.708,11.81,8.35,-0.39
1590,-0.953,-0.29,0.069,-0.93,0.14,0.32,-10.391,6.92,-2.09,13.57,9.99,1.11
-1,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.974,-0.278,0.039,-0.94,0.16,0.31,0.671,2.663,0.923,4.31,1.91,-0.36
53,-0.972,-0.269,0.038,-0.93,0.14,0.29,-0.732,0.252,0.656,-0.18,0.19,1.3
105,-0.985,-0.266,0.041,-0.93,0.15,0.29,0.488,0.511,-0.992,2.3,-1.92,2.33
155,-1.0,-0.281,0.041,-0.93,0.16,0.3,-0.351,1.633,-0.793,1.67,-1.63,0.84
208,-0.978,-0.278,0.033,-0.93,0.15,0.29,-0.374,1.923,-0.626,-1.67,-2.59,0.42
259,-0.95,-0.279,0.01,-0.92,0.17,0.27,2.342,0.549,-1.289,10.01,-9.61,4.87
310,-0.934,-0.294,-0.005,-0.9,0.16,0.25,2.922,3.075,1.678,37.09,-34.42,18.59
362,-0.842,-0.47,0.029,-1.27,0.23,0.01,-10.406,-0.191,-1.221,210.52,-111.89,39.99
414,-0.844,-0.414,0.059,-1.71,-0.58,-0.71,49.919,-24.178,-0.885,249.99,-74.75,130.08
468,-0.874,-0.257,0.071,-1.93,-1.03,-1.23,77.347,-44.54,17.456,249.99,-194.92,249.99
520,-0.92,-0.289,0.17,-0.41,-0.69,-1.39,-29.35,-55.962,48.286,249.99,-250.0,249.99
573,-0.888,-0.333,0.182,1.19,0.65,-0.15,-60.982,-72.548,53.49,141.24,-250.0,240.28
625,-1.028,-0.245,0.163,1.19,0.52,0.6,-85.716,-29.526,-7.706,-250.0,249.99,-80.14
